panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y;db_ref;recording_givid
3;144561_1;570745_v2018;144561;1;2130;2130_hd;75;bestaand meetpunt;hoofdtype aanwezig;2021-08-19;27076,60;200200,00;hs_08;"circle: IV2022032120503639; square: IV2022032120560893"
3;151729_1;166852_v2020;151729;1;2130;2130_hd;97;bestaand meetpunt;hoofdtype aanwezig;2020-09-22;23903,00;198289,00;wz_22;"circle: IV2021031211493518; square: IV2021031211544343"
3;152753_1;169975_v2020;152753;1;2160;2160;89;bestaand meetpunt;hoofdtype aanwezig;2022-09-06;22884,90;198322,30;152753;
3;165301_2;644622_v2014;165301;1;2130;2130_hd;60;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;59374,60;220897,70;bd_11;"circle: IV2022042710554038; square: IV2022042711011620"
3;175921_1;561267_v2018;175921;1;2130;2130_hd;35;bestaand meetpunt;hoofdtype aanwezig;2020-08-13;33356,80;204023,40;ty_20;"circle: IV2021012814295639; square: IV2021012814304459"
3;180017_1;589734_v2014;180017;1;2130;2130_hd;;bestaand meetpunt;hoofdtype aanwezig;2020-07-30;32029,60;202894,10;180017;"circle: IV2021021220084770; square: IV2021021220114269"
3;195893_1;601164_v2018;195893;1;2130;2130_hd;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-10;78081,90;228247,30;zw_21;"circle: IV2021021116214310; square: IV2021021117221269"
3;201905_1;511691_v2020;201905;1;2130;2130_hd;85;bestaand meetpunt;hoofdtype aanwezig;2021-07-15;22912,10;199399,90;wn_12;
3;208433_2;645642_v2014;208433;1;2130;2130_hd;90;bestaand meetpunt;hoofdtype aanwezig;2021-08-17;29787,70;202506,80;dp_11;"circle: IV2022050313162490; square: IV2022050313224702"
3;251317_2;;251317;1;2130;2130_hd;;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;59597,30;221047,70;bd_14;"circle: IV2022042716103709; square: IV2022042716131271"
3;256177_1;536936_v2018;256177;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-07;27645,60;199726,10;256177;
3;259889_3;510184_v2020;259889;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-06;35165,40;206158,00;259889;"circle: IV2022031615394807; square: IV2022031616040407"
3;282225_1;516913_v2020;282225;1;2130;2130_hd;100;nieuw meetpunt;hoofdtype aanwezig;;40701,59;209070,11;;
3;282801_1;509622_v2020;282801;1;2130;2130_hd;76;bestaand meetpunt;hoofdtype aanwezig;2021-09-08;23427,30;199499,90;wn_24;
3;290609_1;444991_v2014;290609;1;2130;2130_hd;60;bestaand meetpunt;hoofdtype aanwezig;2021-08-09;32883,20;202807,20;ov_91;"circle: IV2022031616195962; square: IV2022031616292374"
3;293041_1;641353_v2014;293041;1;2130;2130_hd;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-17;30135,20;202623,40;dp_10;"circle: IV2022050313330804; square: IV2022050313373565"
3;296373_1;665235_v2014;296373;1;2130;2130_hd;70;nieuw meetpunt;hoofdtype aanwezig;;57149,60;219918,10;;
3;297073_1;601922_v2014;297073;1;2130;2130_had;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-02;53859,30;216418,80;dh_05;"circle: IV2022031516273992; square: IV2022031516330287"
3;305329_1;509686_v2020;305329;1;2120;2120;80;bestaand meetpunt;hoofdtype aanwezig;2021-08-26;26301,60;199438,10;305329;"circle: IV2022051309464011; square: IV2022051309502084"
3;321589_1;597805_v2014;321589;1;2130;2130_hd;90;nieuw meetpunt;hoofdtype aanwezig;;75133,60;226574,10;;
3;322229_1;604963_v2014;322229;1;2130;2130_hd;100;nieuw meetpunt;hoofdtype aanwezig;;66845,60;224814,10;;
3;323377_1;497910_v2020;323377;1;2130;2130_hd;100;nieuw meetpunt;hoofdtype aanwezig;;33220,90;203285,70;;
3;332977_1;511681_v2020;332977;1;2170;2170;65;bestaand meetpunt;hoofdtype aanwezig;2021-09-10;23248,70;199120,90;wn_17;
3;339505_1;606676_v2018;339505;1;2120;2120;75;bestaand meetpunt;hoofdtype aanwezig;2021-08-16;29629,60;203214,10;339505;"circle: IV2022042911172217; square: IV2022042911232605"
3;343349_1;601187_v2014;343349;1;2130;2130_hd;100;nieuw meetpunt;hoofdtype aanwezig;;77469,60;227502,10;;
3;343477_1;645547_v2014;343477;0;2130;2130_hd;70;nieuw meetpunt;hoofdtype aanwezig;;59709,60;221774,10;;
3;358577_1;439140_v2016;358577;1;2120;2120;60;bestaand meetpunt;hoofdtype aanwezig;2020-08-21;29597,60;201550,10;358577;"circle: IV2021030414004295; square: IV2021030414080835"
3;360241_1;560873_v2018;360241;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-16;30269,60;203534,10;360241;"circle: IV2022042816324163; square: IV2022042816375226"
3;365569_1;681240_v2014;365569;1;2130;2130_hd;95;nieuw meetpunt;hoofdtype aanwezig;;54845,60;218222,10;;
3;365745_1;645478_v2020;365745;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-10-14;23421,60;198126,10;365745;
3;369841_1;490473_v2020;369841;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-12;25693,60;198894,10;369841;
3;371505_1;511704_v2020;371505;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2020-07-28;36861,60;206830,10;371505;"circle: IV2021011911345110; square: IV2021011911441348"
3;380529_2;644280_v2014;380529;1;2130;2130_hd;60;bestaand meetpunt;hoofdtype aanwezig;2020-07-20;42397,80;210360,60;380529;"circle: IV2021011512105237; square: IV2021011512133850"
3;388913_1;444735_v2016;388913;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-03;32637,60;203918,10;388913;"circle: IV2022022622544515; square: IV2022022623030182"
3;395957_1;590458_v2014;395957;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2020-09-29;64477,60;224046,10;395957;"circle: IV2020122317032853; square: IV2020122317102738"
3;399281_2;644905_v2014;399281;1;2120;2120;40;bestaand meetpunt;hoofdtype aanwezig;2021-08-23;30525,60;201998,10;399281;"circle: IV2022051115250806; square: IV2022051115283439"
3;425269_1;507117_v2018;425269;1;2120;2120;60;bestaand meetpunt;hoofdtype aanwezig;2020-07-07;79069,60;228814,10;425269;"circle: IV2021011309125223; square: IV2021011309183055"
3;431281_1;645479_v2020;431281;1;2120;2120;76;bestaand meetpunt;hoofdtype aanwezig;2021-08-24;23837,60;198926,10;431281;"circle: IV2022051121522097; square: IV2022051121553852"
3;436401_1;511543_v2020;436401;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-02;27096,40;199924,00;hs_09;
3;438065_1;444735_v2016;438065;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-03;33501,60;204174,10;438065;"circle: IV2022031610244106; square: IV2022031610320843"
3;454449_1;444735_v2016;454449;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-03;33245,60;204142,10;454449;"circle: IV2022031611044320; square: IV2022031611215656"
3;456817_1;507115_v2018;456817;1;2120;2120;90;bestaand meetpunt;hoofdtype aanwezig;2021-08-11;52541,60;216974,10;456817;"circle: IV2022042716235735; square: IV2022042716290394"
3;461493_1;590458_v2014;461493;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-09;64701,60;224142,10;461493;"circle: IV2022030210333141; square: IV2022030210363565"
3;501937_1;511690_v2020;501937;1;2180;2180;78;bestaand meetpunt;hoofdtype aanwezig;2022-09-08;26397,59;199982,11;501937;
3;513461_1;560754_v2018;513461;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-10;58621,60;220942,10;513461;"circle: IV2022030320251055; square: IV2022030320284365"
3;514741_1;507103_v2018;514741;1;2120;2120;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-09;65661,60;224494,10;514741;"circle: IV2022030213370159; square: IV2022030213394969"
3;517297_1;490473_v2020;517297;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-31;25117,60;199278,10;517297;
3;530485_2;638175_v2014;530485;0;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-04;71869,60;226222,10;530485;"circle: IV2022092721053921; square: IV2022092721074784"
3;566449_1;490473_v2020;566449;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-12;25469,60;198862,10;566449;
3;585521_1;;585521;1;2180;2180;;bestaand meetpunt;hoofdtype aanwezig;2022-08-05;33100,80;203551,90;ha_02;"circle: IV2022092721033636; square: IV2022092721054626"
3;595121_1;511729_v2020;595121;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2022-10-12;23261,60;199342,10;595121;
3;627889_2;645479_v2020;627889;1;2160;2160;12;bestaand meetpunt;hoofdtype aanwezig;2022-09-15;23421,60;198478,10;627889;
3;632245_1;638283_v2014;632245;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-01;55782,80;218450,30;bd_03;"circle: IV2022092721073450; square: IV2022092721094098"
3;634417_2;606676_v2018;634417;1;2120;2120;75;bestaand meetpunt;hoofdtype aanwezig;2021-08-16;29373,60;203054,20;634417;"circle: IV2022042911313354; square: IV2022042911542414"
3;661425_1;596007_v2014;661425;1;2120;2120;5;bestaand meetpunt;hoofdtype aanwezig;2020-08-24;30461,60;202030,10;661425;"circle: IV2020120211582747; square: IV2020120212133830"
3;693425_2;645479_v2020;693425;1;2160;2160;12;bestaand meetpunt;hoofdtype aanwezig;2022-10-11;23581,60;198702,10;693425;
3;726193_1;511729_v2020;726193;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2022-09-13;23613,59;199534,11;726193;
3;730289_1;645478_v2020;730289;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-10-06;24637,60;198350,10;730289;
3;746865_1;589893_v2014;746865;1;2120;2120;70;nieuw meetpunt;hoofdtype aanwezig;;43261,60;211022,10;;
3;758961_1;511729_v2020;758961;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2022-10-07;23133,60;199118,10;758961;
3;764081_1;511690_v2020;764081;0;2180;2180;78;bestaand meetpunt;hoofdtype aanwezig;2022-09-08;26141,59;200046,11;764081;
3;775605_1;590277_v2014;775605;1;2120;2120;60;nieuw meetpunt;hoofdtype aanwezig;;58781,60;220974,10;;
3;784177_1;517193_v2020;784177;1;2120;2120;30;nieuw meetpunt;hoofdtype aanwezig;;35069,60;205998,10;;
3;798257_1;638500_v2014;798257;1;2160;2160;90;bestaand meetpunt;hoofdtype aanwezig;2022-09-28;29789,60;202830,10;798257;"circle: IV2022092815443741; square: IV2022092815453749"
3;802609_1;638369_v2014;802609;1;2160;2160;90;bestaand meetpunt;hoofdtype aanwezig;2022-09-28;30493,60;202894,10;802609;"circle: IV2022092815443549; square: IV2022093017003466"
3;817329_1;638604_v2014;817329;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2022-09-28;29949,60;201870,10;817329;"circle: IV2022092815443368; square: IV2022092815453464"
3;823089_1;638468_v2014;823089;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2022-08-05;32989,60;204430,10;823089;"circle: IV2022092721054155; square: IV2022092721073816"
3;824497_1;645478_v2020;824497;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-09-15;23709,59;198286,10;824497;
3;828593_1;645478_v2020;828593;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-09-16;25149,60;198702,10;828593;
3;854129_2;638498_v2014;854129;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2022-09-21;53565,60;217454,10;854129;"circle: IV2022092720553273; square: IV2022092720573527"
3;857265_1;511729_v2020;857265;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2022-09-13;23165,60;199502,10;857265;
3;861361_1;645478_v2020;861361;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-09-09;25053,60;199086,10;861361;
3;863793_1;638500_v2014;863793;1;2160;2160;90;bestaand meetpunt;hoofdtype aanwezig;2022-09-28;29533,60;202894,10;863793;"circle: IV2022092815443602; square: IV2022092815453237"
3;877745_1;507121_v2018;877745;1;2160;2160;30;bestaand meetpunt;hoofdtype aanwezig;2022-10-12;24093,60;200110,10;877745;
3;884337_1;517259_v2020;884337;1;2120;2120;45;nieuw meetpunt;hoofdtype aanwezig;;39517,60;208622,10;;
3;890033_1;645478_v2020;890033;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-10-14;23261,60;198318,10;890033;
3;896561_1;606676_v2018;896561;1;2160;2160;20;bestaand meetpunt;hoofdtype aanwezig;2022-09-28;29789,60;203342,10;896561;"circle: IV2022092815443417; square: IV2022092815453533"
3;913201_1;638468_v2014;913201;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2022-08-05;33037,80;204307,30;913201;"circle: IV2022092721033248; square: IV2022092721054768"
3;919665_1;607450_v2014;919665;1;2160;2160;30;bestaand meetpunt;hoofdtype aanwezig;2022-09-21;52829,60;217038,10;919665;"circle: IV2022092720553302; square: IV2022092720573616"
3;923569_2;638502_v2014;923569;1;2160;2160;80;bestaand meetpunt;hoofdtype aanwezig;2022-09-27;30685,60;202222,10;923569;"circle: IV2022092720513272; square: IV2022092720523477"
3;945969_1;638129_v2014;945969;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-27;33117,60;202702,10;945969;"circle: IV2022092720523337; square: IV2022092720533621"
3;959925_1;638212_v2014;959925;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-01;56349,60;218894,10;959925;"circle: IV2022092721093501; square: IV2022092721104370"
3;971953_1;511729_v2020;971953;1;2160;2160;95;bestaand meetpunt;hoofdtype aanwezig;2022-10-07;22877,60;199278,10;971953;
3;977713_2;554503_v2018;977713;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-27;37469,60;207118,10;977713;"circle: IV2022092720533217; square: IV2022092720553636"
3;992433_1;645478_v2020;992433;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-10-05;24669,60;198510,10;992433;
3;1011505_1;644192_v2014;1011505;1;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-27;32381,60;203054,10;1011505;"circle: IV2022092720523231; square: IV2022092720533744"
3;1021105_1;645479_v2020;1021105;1;2160;2160;12;bestaand meetpunt;hoofdtype aanwezig;2022-10-11;23421,60;198702,10;1021105;
3;1030321_1;511555_v2020;1030321;0;2160;2160;70;bestaand meetpunt;hoofdtype aanwezig;2022-09-28;28957,60;201390,10;1030321;"circle: IV2022092815443395; square: IV2022092815453624"
3;1036081_2;545377_v2018;1036081;1;2160;2160;75;bestaand meetpunt;hoofdtype aanwezig;2022-08-05;34269,60;204558,10;1036081;"circle: IV2022092721053845; square: IV2022092721074803"
3;1037749_1;411287_v2014;1037749;1;2160;2160;50;bestaand meetpunt;hoofdtype aanwezig;2022-08-01;58685,60;220878,10;1037749;"circle: IV2022092721093614; square: IV2022092721104008"
3;1038513_1;511730_v2020;1038513;1;2160;2160;91;bestaand meetpunt;hoofdtype aanwezig;2022-09-30;26141,60;200398,10;1038513;"circle: IV2022093016593381; square: IV2022093017003588"
3;1057969_1;645478_v2020;1057969;1;2160;2160;94;bestaand meetpunt;hoofdtype aanwezig;2022-10-06;24541,60;198798,10;1057969;
3;1090737_1;490473_v2020;1090737;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-12;25437,60;198926,10;1090737;
3;1106097_1;169536_v2020;1106097;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2021-08-04;24029,70;196132,00;ca_07;"circle: IV2022022818342797; square: IV2022022818365753"
3;1124465_1;602221_v2014;1124465;1;2130;2130_had;98;bestaand meetpunt;subtype aanwezig;2021-07-14;54370,20;216572,50;dh_10;
3;1158961_1;638538_v2014;1158961;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-27;33725,60;203342,10;1158961;"circle: IV2022092720533554; square: IV2022092720553887"
3;1237169_1;152749_v2020;1237169;1;2130;2130_had;;bestaand meetpunt;subtype aanwezig;2021-08-04;23601,80;196352,30;ca_02;"circle: IV2022022623181075; square: IV2022022623241598"
3;1303729_1;490473_v2020;1303729;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-12;25501,60;199214,10;1303729;
3;1322293_1;587725_v2018;1322293;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;77181,60;226894,10;1322293;"circle: IV2022092721073439; square: IV2022092721094272"
3;1368241_1;139759_v2020;1368241;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2021-08-04;24450,50;196194,40;ca_15;"circle: IV2022031614343498; square: IV2022031615023963"
3;1391925_2;506498_v2018;1391925;1;2180;2180;30;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;77373,60;227438,10;1391925;"circle: IV2022092721054491; square: IV2022092721073759"
3;1418417_1;490473_v2020;1418417;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-11;25821,60;199022,10;1418417;
3;1434801_1;539187_v2018;1434801;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-30;25693,60;199406,10;1434801;
3;1462325_1;587725_v2018;1462325;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;76573,60;226638,10;1462325;"circle: IV2022092721053652; square: IV2022092721074657"
3;1484977_1;511543_v2020;1484977;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-02;26973,60;199918,10;1484977;
3;1506613_1;582559_v2014;1506613;1;2180;2180;45;bestaand meetpunt;hoofdtype aanwezig;2022-08-04;78013,60;228046,10;1506613;"circle: IV2022092721054248; square: IV2022092721074543"
3;1550513_1;511690_v2020;1550513;1;2180;2180;78;bestaand meetpunt;hoofdtype aanwezig;2022-09-08;26525,59;200078,11;1550513;
3;1560753_1;169536_v2020;1560753;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2021-08-04;24035,70;196581,80;ca_05;"circle: IV2022022622253016; square: IV2022022622363959"
3;1565873_1;490473_v2020;1565873;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-31;25149,60;199150,10;1565873;
3;1566897_1;511543_v2020;1566897;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-02;27197,60;199822,10;1566897;
3;1648753_1;602100_v2014;1648753;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2021-08-05;54101,00;216381,70;dh_07;"circle: IV2022031615151196; square: IV2022031615200103"
3;1670453_1;638252_v2014;1670453;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-04;78365,60;228110,10;1670453;"circle: IV2022092721054382; square: IV2022092721073635"
3;1680561_1;539187_v2018;1680561;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-11;26109,60;198990,10;1680561;
3;1691825_1;601860_v2014;1691825;1;2130;2130_had;100;bestaand meetpunt;subtype aanwezig;2021-08-04;23637,00;196029,70;ca_03;"circle: IV2022022818175616; square: IV2022022818203568"
3;1696945_1;539187_v2018;1696945;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-30;25949,60;199246,10;1696945;
3;1792053_1;638269_v2014;1792053;0;2160;2160;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-04;72861,60;226542,10;1792053;"circle: IV2022092721054068; square: IV2022092721074006"
3;1807537_1;166814_v2020;1807537;1;2170;2170;87;bestaand meetpunt;hoofdtype aanwezig;2021-08-27;23219,50;198132,30;wz_11;"circle: IV2022051217190442; square: IV2022051217220212"
3;1812657_1;511690_v2020;1812657;1;2180;2180;78;bestaand meetpunt;hoofdtype aanwezig;2022-09-08;26333,59;200014,11;1812657;
3;1860785_1;166830_v2020;1860785;1;2180;2180;95;bestaand meetpunt;hoofdtype aanwezig;2022-09-06;22805,50;198111,00;wz_08;
3;1892529_1;638357_v2014;1892529;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-30;24253,60;196110,10;1892529;"circle: IV2022093016593283; square: IV2022093017003811"
3;1896241_1;517735_v2020;1896241;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-08-13;32989,60;203470,10;1896241;"circle: IV2022032113550270; square: IV2022032114004370"
3;1899829_2;652735_v2014;1899829;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-04;77725,60;227918,10;zw_28;"circle: IV2022092721053463; square: IV2022092721073974"
3;1916213_1;644195_v2014;1916213;1;2180;2180;;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;77811,80;228001,00;zw_11;"circle: IV2022092721053334; square: IV2022092721074444"
3;1938609_1;169674_v2020;1938609;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-08-27;23261,60;198126,10;1938609;"circle: IV2022051311180812; square: IV2022051311213579"
3;1986613_1;587725_v2018;1986613;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;76445,60;226446,10;1986613;"circle: IV2022092721053236; square: IV2022092721074597"
3;2089137_1;169536_v2020;2089137;1;2130;2130_had;100;nieuw meetpunt;subtype aanwezig;;24509,60;196622,10;;
3;2090161_1;490473_v2020;2090161;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-30;25405,60;199534,10;2090161;
3;2108725_1;587725_v2018;2108725;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;76893,60;226830,10;2108725;"circle: IV2022092721073659; square: IV2022092721094321"
3;2139313_1;490473_v2020;2139313;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-30;25565,60;199054,10;2139313;
3;2145589_2;638287_v2014;2145589;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-04;78717,60;227662,10;2145589;"circle: IV2022092721054044; square: IV2022092721074131"
3;2151425_1;638515_v2014;2151425;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-01;55933,60;218542,10;2151425;"circle: IV2022092721073344; square: IV2022092721093900"
3;2178357_1;655707_v2014;2178357;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;77629,60;227662,10;2178357;"circle: IV2022092721053763; square: IV2022092721074393"
3;2205109_1;581457_v2014;2205109;1;2180;2180;60;bestaand meetpunt;hoofdtype aanwezig;2022-08-01;56253,60;218638,10;2205109;"circle: IV2022092721093754; square: IV2022092721104462"
3;2207537_1;638538_v2014;2207537;1;2180;2180;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-27;33661,60;203278,10;2207537;"circle: IV2022092720533546; square: IV2022092720553570"
3;2221233_1;490473_v2020;2221233;1;2180;2180;98;bestaand meetpunt;hoofdtype aanwezig;2022-08-11;25789,60;199150,10;2221233;
3;2273073_1;;2273073;1;2180;2180;;bestaand meetpunt;hoofdtype aanwezig;2022-08-05;33262,50;203751,80;ha_14;"circle: IV2022092721033513; square: IV2022092721054872"
3;2780977_2;645807_v2014;2780977;1;2170;2170;5;bestaand meetpunt;hoofdtype aanwezig;2020-07-29;33046,20;202465,00;2780977;"circle: IV2021020122084267; square: IV2021020122134201"
3;2993969_1;487758_v2020;2993969;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-08-13;33437,70;203406,00;2993969;"circle: IV2022032112371561; square: IV2022032112422059"
3;3069105_1;509549_v2020;3069105;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-07-20;22973,59;199278,11;3069105;
3;3642545_1;511681_v2020;3642545;1;2170;2170;65;bestaand meetpunt;hoofdtype aanwezig;2020-08-27;23421,60;199118,10;3642545;"circle: IV2021020812481017; square: IV2021020812520105"
3;3740849_2;511681_v2020;3740849;1;2170;2170;65;bestaand meetpunt;hoofdtype aanwezig;2021-09-09;23389,60;199150,07;3740849;
3;3995825_1;408179_v2014;3995825;1;2190;2190_mp;20;bestaand meetpunt;hoofdtype aanwezig;2020-09-07;28463,00;200233,70;nd_21;"circle: IV2021021812391093; square: IV2021021812420586"
3;4013365_1;605791_v2014;4013365;1;2190;2190_overig;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-12;77437,60;227790,10;4013365;"circle: IV2022042809325082; square: IV2022042809370928"
3;4386609_1;561267_v2018;4386609;1;2170;2170;55;bestaand meetpunt;hoofdtype aanwezig;2020-08-17;33053,60;203918,10;4386609;"circle: IV2021030414321464; square: IV2021030414365081"
3;4608177_1;169674_v2020;4608177;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-08-27;23293,60;198094,10;4608177;"circle: IV2022051218364845; square: IV2022051218444991"
3;4779825_1;517735_v2020;4779825;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-08-13;33117,60;203502,10;4779825;"circle: IV2022032113324715; square: IV2022032113360637"
3;5798065_1;414810_v2014;5798065;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;30013,60;201838,10;;
3;5943089_1;444892_v2016;5943089;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;33661,60;203886,10;;
3;5959473_1;624604_v2014;5959473;1;2190;2190_mp;100;bestaand meetpunt;hoofdtype aanwezig;2020-08-13;33021,60;204238,10;5959473;"circle: IV2021012811583289; square: IV2021012812153975"
3;6001841_1;509469_v2020;6001841;1;2170;2170;70;bestaand meetpunt;hoofdtype aanwezig;2021-09-07;23069,59;198990,11;6001841;
3;6094133_1;591547_v2014;6094133;1;2190;2190_overig;90;bestaand meetpunt;hoofdtype aanwezig;2021-08-12;77821,60;227854,10;6094133;"circle: IV2022042814541748; square: IV2022042814581877"
3;6139697_1;487758_v2020;6139697;1;2190;2190_mp;;bestaand meetpunt;hoofdtype aanwezig;2021-08-13;33405,60;203406,10;6139697;"circle: IV2022032113160894; square: IV2022032113193220"
3;6314677_1;441561_v2016;6314677;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;66077,60;224558,10;;
3;6579569_1;638556_v2014;6579569;1;2170;2170;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-11;43101,60;210894,10;6579569;"circle: IV2022042716522756; square: IV2022042716593057"
3;7159093_1;511491_v2020;7159093;1;2190;2190_overig;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-12;77565,60;227726,00;7159093;"circle: IV2022032110412070; square: IV2022032110452935"
3;7330485_1;441562_v2016;7330485;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;65661,60;224430,10;;
3;7421237_1;581713_v2014;7421237;1;2190;2190_overig;20;bestaand meetpunt;hoofdtype aanwezig;2021-08-12;77629,60;227758,10;7421237;"circle: IV2022032111193875; square: IV2022032111315512"
3;8015925_1;528330_v2018;8015925;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;76797,60;226446,10;;
3;8157361_1;415306_v2014;8157361;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;29853,60;201774,10;;
3;8207669_1;517780_v2020;8207669;1;2190;2190_overig;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-12;77341,60;227694,10;8207669;"circle: IV2022032109223660; square: IV2022032109305242"
3;8379061_1;441562_v2016;8379061;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;65693,60;224398,10;;
3;8641205_1;441561_v2016;8641205;1;2190;2190_overig;100;nieuw meetpunt;hoofdtype aanwezig;;66045,60;224558,10;;
3;9317937_1;497791_v2020;9317937;1;2170;2170;30;nieuw meetpunt;hoofdtype aanwezig;;30045,60;202670,10;;
